DatabaseName,SchemaName,TableName,IndexName,IndexType,IsUnique,IsPrimaryKey,IsUniqueConstraint,ColumnName,KeyOrdinal,IsIncludedColumn
fsp-165587,dbo,EnrollmentInstructors,nci_wi_EnrollmentInstructors_1F3EE2B3476CD28D89E1BFA868C12DB2,NONCLUSTERED,false,false,false,InstructorId,0,true
fsp-165587,dbo,EnrollmentInstructors,nci_wi_EnrollmentInstructors_1F3EE2B3476CD28D89E1BFA868C12DB2,NONCLUSTERED,false,false,false,PrimaryInstructor,0,true
fsp-165587,dbo,EnrollmentInstructors,nci_wi_EnrollmentInstructors_1F3EE2B3476CD28D89E1BFA868C12DB2,NONCLUSTERED,false,false,false,EnrollmentId,1,false
fsp-165587,dbo,EnrollmentInstructors,nci_wi_EnrollmentInstructors_BABD0DFA15F4E24DB55656509AB99C56,NONCLUSTERED,false,false,false,InstructorId,0,true
fsp-165587,dbo,EnrollmentInstructors,nci_wi_EnrollmentInstructors_BABD0DFA15F4E24DB55656509AB99C56,NONCLUSTERED,false,false,false,OperatorId,1,false
fsp-165587,dbo,EnrollmentInstructors,nci_wi_EnrollmentInstructors_BABD0DFA15F4E24DB55656509AB99C56,NONCLUSTERED,false,false,false,EnrollmentId,2,false
fsp-165587,dbo,EnrollmentInstructors,nci_wi_EnrollmentInstructors_BABD0DFA15F4E24DB55656509AB99C56,NONCLUSTERED,false,false,false,PrimaryInstructor,3,false
fsp-165587,dbo,EnrollmentInstructors,PK_EnrollmentInstructors,CLUSTERED,true,true,false,_RowId,1,false
fsp-165587,dbo,Enrollments,IDX_Enrollments_OperatorId_CourseIdEnrollmentIdStudentIdEnrollmentDate,NONCLUSTERED,false,false,false,CourseId,0,true
fsp-165587,dbo,Enrollments,IDX_Enrollments_OperatorId_CourseIdEnrollmentIdStudentIdEnrollmentDate,NONCLUSTERED,false,false,false,EnrollmentDate,0,true
fsp-165587,dbo,Enrollments,IDX_Enrollments_OperatorId_CourseIdEnrollmentIdStudentIdEnrollmentDate,NONCLUSTERED,false,false,false,EnrollmentId,0,true
fsp-165587,dbo,Enrollments,IDX_Enrollments_OperatorId_CourseIdEnrollmentIdStudentIdEnrollmentDate,NONCLUSTERED,false,false,false,StudentId,0,true
