CONSTRAINT_CATALOG,CONSTRAINT_SCHEMA,CONSTRAINT_NAME,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION
fsp-165587,dbo,UK_SalesTransactionPaymentsDeleted,fsp-165587,dbo,SalesTransactionPaymentsDeleted,PaymentId,3
fsp-165587,dbo,PK_SalesTransactionsPaymentsStarted,fsp-165587,dbo,SalesTransactionPaymentsStarted,_RowNumber,1
fsp-165587,dbo,PK_SalesTransactionPaymentsTowardInvoices,fsp-165587,dbo,SalesTransactionPaymentsTowardInvoices,_RowNumber,1
fsp-165587,dbo,PK_SalesTransactions,fsp-165587,dbo,SalesTransactions,_RowNumber,1
fsp-165587,dbo,UK_SalesTransactions,fsp-165587,dbo,SalesTransactions,OperatorId,1
fsp-165587,dbo,UK_SalesTransactions,fsp-165587,dbo,SalesTransactions,SalesTransactionId,2
fsp-165587,dbo,PK_SalesTransactionsDeleted,fsp-165587,dbo,SalesTransactionsDeleted,_RowNumber,1
fsp-165587,dbo,UK_SalesTransactionsDeleted,fsp-165587,dbo,SalesTransactionsDeleted,OperatorId,1
fsp-165587,dbo,UK_SalesTransactionsDeleted,fsp-165587,dbo,SalesTransactionsDeleted,SalesTransactionId,2
fsp-165587,dbo,PK_SalesTransactionSeeds,fsp-165587,dbo,SalesTransactionSeeds,_RowNumber,1
fsp-165587,dbo,UK_SalesTransactionSeeds,fsp-165587,dbo,SalesTransactionSeeds,OperatorId,1
fsp-165587,dbo,UK_SalesTransactionSeeds,fsp-165587,dbo,SalesTransactionSeeds,SalesTransactionId,2
fsp-165587,dbo,PK_ScheduleAvailabilities,fsp-165587,dbo,ScheduleAvailabilities,AvailabilityId,1
fsp-165587,dbo,PK_ScheduleStudentTimeOffOn,fsp-165587,dbo,ScheduleAvailabilityOverrides,OverrideId,1
fsp-165587,dbo,PK_SchedulingGroups,fsp-165587,dbo,SchedulingGroups,_RowNumber,1
fsp-165587,dbo,PK_Stages,fsp-165587,dbo,Stages,_RowId,1
fsp-165587,dbo,UK_Stages_StageId,fsp-165587,dbo,Stages,StageId,1
fsp-165587,dbo,PK_StageTrackedTimeFields,fsp-165587,dbo,StageTrackedTimeFields,_RowId,1
fsp-165587,dbo,PK_StudentLessonCustomTaskGrades,fsp-165587,dbo,StudentLessonCustomTaskGrades,_RowId,1
fsp-165587,dbo,UK_StudentLessonCustomTaskGrades_EnrollmentIdLessonIdCustomLessonTaskId,fsp-165587,dbo,StudentLessonCustomTaskGrades,EnrollmentId,1
fsp-165587,dbo,UK_StudentLessonCustomTaskGrades_EnrollmentIdLessonIdCustomLessonTaskId,fsp-165587,dbo,StudentLessonCustomTaskGrades,LessonId,2
fsp-165587,dbo,UK_StudentLessonCustomTaskGrades_EnrollmentIdLessonIdCustomLessonTaskId,fsp-165587,dbo,StudentLessonCustomTaskGrades,CustomLessonTaskId,3
fsp-165587,dbo,PK_StudentLessons,fsp-165587,dbo,StudentLessons,_RowId,1
fsp-165587,dbo,UK_StudentLessons_LessonIdEnrollmentId,fsp-165587,dbo,StudentLessons,LessonId,1
fsp-165587,dbo,UK_StudentLessons_LessonIdEnrollmentId,fsp-165587,dbo,StudentLessons,EnrollmentId,2
fsp-165587,dbo,PK_StudentLessonsPreviousCredit,fsp-165587,dbo,StudentLessonsPreviousCredits,_RowId,1
fsp-165587,dbo,PK_StudentLessonTaskGrades,fsp-165587,dbo,StudentLessonTaskGrades,_RowId,1
fsp-165587,dbo,UK_StudentLessonTaskGrades_EnrollmentIdLessonIdLessonTaskId,fsp-165587,dbo,StudentLessonTaskGrades,EnrollmentId,1
fsp-165587,dbo,UK_StudentLessonTaskGrades_EnrollmentIdLessonIdLessonTaskId,fsp-165587,dbo,StudentLessonTaskGrades,LessonId,2
fsp-165587,dbo,UK_StudentLessonTaskGrades_EnrollmentIdLessonIdLessonTaskId,fsp-165587,dbo,StudentLessonTaskGrades,LessonTaskId,3
fsp-165587,dbo,PK_StudentProgressDetails,fsp-165587,dbo,StudentProgressDetails,_RowId,1
fsp-165587,dbo,PK_TaskGrades,fsp-165587,dbo,TaskGrades,_RowId,1
fsp-165587,dbo,UK_TaskGrades_TaskGradeId,fsp-165587,dbo,TaskGrades,TaskGradeId,1
fsp-165587,dbo,PK_TaskGradeScales,fsp-165587,dbo,TaskGradeScales,_RowId,1
fsp-165587,dbo,UK_TaskGradeScales_CourseId_Name,fsp-165587,dbo,TaskGradeScales,CourseId,1
fsp-165587,dbo,UK_TaskGradeScales_TaskGradeScaleId,fsp-165587,dbo,TaskGradeScales,TaskGradeScaleId,1
fsp-165587,dbo,UK_TaskGradeScales_CourseId_Name,fsp-165587,dbo,TaskGradeScales,Name,2
fsp-165587,dbo,PK_TaxReferences,fsp-165587,dbo,TaxReferences,_RowNumber,1
fsp-165587,dbo,PK_tblAddress,fsp-165587,dbo,tblAddress,AddressId,1
fsp-165587,dbo,PK_tblAddressFormat,fsp-165587,dbo,tblAddressFormat,CountryId,1
fsp-165587,dbo,PK_tblAddressParts,fsp-165587,dbo,tblAddressParts,AddressPartId,1
fsp-165587,dbo,PK_tblAddressPartsType,fsp-165587,dbo,tblAddressPartsType,AddressPartsTypeId,1
fsp-165587,dbo,PK_tblAircraft,fsp-165587,dbo,tblAircraft,AircraftId,1
fsp-165587,dbo,PK_tblAircraft_AircraftGroupJoiner,fsp-165587,dbo,tblAircraft_AircraftGroupJoiner,AircraftId,1
fsp-165587,dbo,PK_tblAircraft_AircraftGroupJoiner,fsp-165587,dbo,tblAircraft_AircraftGroupJoiner,AircraftGroupId,2
fsp-165587,dbo,PK_tblAircraftCategoryJoiner,fsp-165587,dbo,tblAircraftCategoryJoiner,AircraftId,1
fsp-165587,dbo,PK_tblAircraftCategoryJoiner,fsp-165587,dbo,tblAircraftCategoryJoiner,CategoryId,2
fsp-165587,dbo,PK_tblAircraftDescriptions,fsp-165587,dbo,tblAircraftDescriptions,AircraftId,1
fsp-165587,dbo,PK_tblAircraftEngineJoiner,fsp-165587,dbo,tblAircraftEngineJoiner,AircraftId,1
fsp-165587,dbo,PK_tblAircraftEngineJoiner,fsp-165587,dbo,tblAircraftEngineJoiner,EngineId,2
fsp-165587,dbo,PK_tblAircraftEngineJoiner,fsp-165587,dbo,tblAircraftEngineJoiner,EngineCount,3
fsp-165587,dbo,PK_tblAircraftGroups,fsp-165587,dbo,tblAircraftGroups,AircraftGroupId,1
fsp-165587,dbo,PK_tblAircraftImages,fsp-165587,dbo,tblAircraftImages,AircraftId,1
fsp-165587,dbo,PK_tblAircraftMakes,fsp-165587,dbo,tblAircraftMakes,AircraftMakeId,1
fsp-165587,dbo,PK_tblAircraftModels,fsp-165587,dbo,tblAircraftModels,AircraftModelId,1
fsp-165587,dbo,PK_tblAircraftRatingsCertsEndorsements,fsp-165587,dbo,tblAircraftRatingsCertsEndorsements,AircraftId,1
fsp-165587,dbo,PK_tblAircraftTach,fsp-165587,dbo,tblAircraftTach,AircraftId,1
fsp-165587,dbo,PK_tblAircraftTach,fsp-165587,dbo,tblAircraftTach,TachCount,2
fsp-165587,dbo,PK_tblAircraftTypeCheckOuts,fsp-165587,dbo,tblAircraftTypeCheckOuts,PilotId,1
fsp-165587,dbo,PK_tblAircraftTypeCheckOuts,fsp-165587,dbo,tblAircraftTypeCheckOuts,AircraftMakeId,2
fsp-165587,dbo,PK_tblAircraftTypeCheckOuts,fsp-165587,dbo,tblAircraftTypeCheckOuts,AircraftModelId,3
fsp-165587,dbo,PK_tblAuditEvents,fsp-165587,dbo,tblAuditEvents,EventId,1
fsp-165587,dbo,PK_tblAuditEventTypes,fsp-165587,dbo,tblAuditEventTypes,EventTypeId,1
fsp-165587,dbo,PK_tblAustraliaStates,fsp-165587,dbo,tblAustraliaStates,Abbreviation,1
fsp-165587,dbo,PK_tblCompany,fsp-165587,dbo,tblCompany,Id,1
fsp-165587,dbo,PK_tblCompanyAddressJoiner,fsp-165587,dbo,tblCompanyAddressJoiner,CompanyId,1
fsp-165587,dbo,PK_tblCompanyAddressJoiner,fsp-165587,dbo,tblCompanyAddressJoiner,AddressTypeId,2
fsp-165587,dbo,PK_tblCompanyBusinessTypeJoiner,fsp-165587,dbo,tblCompanyBusinessTypeJoiner,CompanyId,1
fsp-165587,dbo,PK_tblCompanyBusinessTypeJoiner,fsp-165587,dbo,tblCompanyBusinessTypeJoiner,BusinessTypeId,2
fsp-165587,dbo,PK_tblCompanyEmailHeaderImages,fsp-165587,dbo,tblCompanyEmailHeaderImages,Id,1
fsp-165587,dbo,PK_tblCompanyEmailJoiner,fsp-165587,dbo,tblCompanyEmailJoiner,CompanyId,1
fsp-165587,dbo,PK_tblCompanyEmailJoiner,fsp-165587,dbo,tblCompanyEmailJoiner,EmailId,2
fsp-165587,dbo,PK_tblCompanyEmailJoiner,fsp-165587,dbo,tblCompanyEmailJoiner,EmailTypeId,3
fsp-165587,dbo,PK_tblCompanyGatewayHeaders,fsp-165587,dbo,tblCompanyGatewayHeaders,id,1
fsp-165587,dbo,PK_tblCompanyLogos,fsp-165587,dbo,tblCompanyLogos,Id,1
fsp-165587,dbo,PK_tblContactNumbers,fsp-165587,dbo,tblContactNumbers,Id,1
fsp-165587,dbo,PK_tblContactNumberTypes,fsp-165587,dbo,tblContactNumberTypes,Id,1
fsp-165587,dbo,PK_Countries,fsp-165587,dbo,tblCountries,Id,1
fsp-165587,dbo,PK_tblCustomerTerms,fsp-165587,dbo,tblCustomerTerms,Id,1
fsp-165587,dbo,PK_tblCustomResourceType,fsp-165587,dbo,tblCustomResourceType,CustomResourceTypeId,1
fsp-165587,dbo,PK_tblCustomScheduleViews,fsp-165587,dbo,tblCustomScheduleViews,Id,1
fsp-165587,dbo,PK_tblDispatchPilots,fsp-165587,dbo,tblDispatchPilots,DispatchId,1
fsp-165587,dbo,PK_tblDispatchPilots,fsp-165587,dbo,tblDispatchPilots,PilotId,2
fsp-165587,dbo,PK_tblDispatchRecords,fsp-165587,dbo,tblDispatchRecords,Id,1
fsp-165587,dbo,PK_tblDispatchResources,fsp-165587,dbo,tblDispatchResources,DispatchId,1
fsp-165587,dbo,PK_tblDispatchResources,fsp-165587,dbo,tblDispatchResources,ItemId,2
fsp-165587,dbo,PK_tblEmailAddresses,fsp-165587,dbo,tblEmailAddresses,Id,1
fsp-165587,dbo,PK_tblEmailTypes,fsp-165587,dbo,tblEmailTypes,Id,1
fsp-165587,dbo,PK_tblEngine,fsp-165587,dbo,tblEngine,EngineId,1
fsp-165587,dbo,PK_tblEnginePropellerJoiner,fsp-165587,dbo,tblEnginePropellerJoiner,EngineId,1
fsp-165587,dbo,PK_tblEnginePropellerJoiner,fsp-165587,dbo,tblEnginePropellerJoiner,PropellerId,2
fsp-165587,dbo,PK_tblFlightEquipment,fsp-165587,dbo,tblFlightEquipment,EquipmentId,1
fsp-165587,dbo,PK_tblFlightInstructors,fsp-165587,dbo,tblFlightInstructor,InstructorId,1
fsp-165587,dbo,PK_tblFlightInstructorLocationJoiner,fsp-165587,dbo,tblFlightInstructorLocationJoiner,FlightInstructorId,1
fsp-165587,dbo,PK_tblFlightInstructorLocationJoiner,fsp-165587,dbo,tblFlightInstructorLocationJoiner,LocationId,2
fsp-165587,dbo,PK_tblFlightInstructorSchedule,fsp-165587,dbo,tblFlightInstructorSchedule,InstructorId,1
fsp-165587,dbo,PK_tblFlightInstructorSchedule,fsp-165587,dbo,tblFlightInstructorSchedule,CompanyId,2
fsp-165587,dbo,PK_tblFlightInstructorSchedule,fsp-165587,dbo,tblFlightInstructorSchedule,DayOfWeek,3
fsp-165587,dbo,PK_tblFlightInstructorSchedule,fsp-165587,dbo,tblFlightInstructorSchedule,ShiftStart,4
fsp-165587,dbo,PK_tblFlightInstructorScheduleAdjustments,fsp-165587,dbo,tblFlightInstructorScheduleAdjustments,AdjustmentId,1
fsp-165587,dbo,PK_tblFlightInstructorScheduleAdjustmentsInfo,fsp-165587,dbo,tblFlightInstructorScheduleAdjustmentsInfo,RecurringId,1
fsp-165587,dbo,PK_tblFlightRecord,fsp-165587,dbo,tblFlightRecord,FlightRecordId,1
fsp-165587,dbo,PK_tblFlightRecordInstructionTimes,fsp-165587,dbo,tblFlightRecordInstructionTimes,FlightRecordId,1
fsp-165587,dbo,PK_tblFlightRecordInstructionTimes,fsp-165587,dbo,tblFlightRecordInstructionTimes,InstructionTypeId,2
fsp-165587,dbo,PK_tblFlightRecordInstructionTimes,fsp-165587,dbo,tblFlightRecordInstructionTimes,OperatorId,3
fsp-165587,dbo,PK_tblFlightRecordResources,fsp-165587,dbo,tblFlightRecordResources,FlightRecordId,1
fsp-165587,dbo,PK_tblFlightRecordResources,fsp-165587,dbo,tblFlightRecordResources,ItemId,2
fsp-165587,dbo,PK_tblFlightSimulator,fsp-165587,dbo,tblFlightSimulator,FlightSimulatorId,1
fsp-165587,dbo,PK_tblFlightSimulatorTypes,fsp-165587,dbo,tblFlightSimulatorTypes,FlightSimulatorTypeId,1
fsp-165587,dbo,PK_tblGatewayPagesText,fsp-165587,dbo,tblGatewayPagesText,CompanyId,1
fsp-165587,dbo,PK_tblInvoiceImages,fsp-165587,dbo,tblInvoiceImages,id,1
fsp-165587,dbo,IX_tblInvoicingInvoice_InvoiceNumber,fsp-165587,dbo,tblInvoicingInvoice,CompanyId,1
fsp-165587,dbo,PK_tblInvoicingInvoice,fsp-165587,dbo,tblInvoicingInvoice,InvoiceId,1
fsp-165587,dbo,IX_tblInvoicingInvoice_InvoiceNumber,fsp-165587,dbo,tblInvoicingInvoice,InvoiceNumber,2
fsp-165587,dbo,PK_tblInvoicingInvoiceLineItem,fsp-165587,dbo,tblInvoicingInvoiceLineItem,InvoiceId,1
fsp-165587,dbo,PK_tblInvoicingInvoiceLineItem,fsp-165587,dbo,tblInvoicingInvoiceLineItem,Sequence,2
fsp-165587,dbo,PK_tblInvoicingLineItemAircraftFuelRateTypes,fsp-165587,dbo,tblInvoicingLineItemAircraftFuelRateTypes,_RowNumber,1
fsp-165587,dbo,PK_tblInvoicingLineItemAircraftRates,fsp-165587,dbo,tblInvoicingLineItemAircraftRates,_RowNumber,1
fsp-165587,dbo,PK_tblInvoicingLineItemInstructionRates,fsp-165587,dbo,tblInvoicingLineItemInstructionRates,_RowNumber,1
fsp-165587,dbo,PK_tblInvoicingLineItems,fsp-165587,dbo,tblInvoicingLineItems,LineItemId,1
fsp-165587,dbo,PK_tblInvoicingLineItemTaxJoiner,fsp-165587,dbo,tblInvoicingLineItemTaxJoiner,LineItemId,1
fsp-165587,dbo,PK_tblInvoicingLineItemTaxJoiner,fsp-165587,dbo,tblInvoicingLineItemTaxJoiner,TaxId,2
fsp-165587,dbo,PK_tblInvoicingPayments,fsp-165587,dbo,tblInvoicingPayments,PaymentId,1
fsp-165587,dbo,PK_tblInvoicingPreferences,fsp-165587,dbo,tblInvoicingPreferences,CompanyId,1
fsp-165587,dbo,PK_tblInvoicingTaxes,fsp-165587,dbo,tblInvoicingTaxes,TaxId,1
fsp-165587,dbo,PK_tblInvoicingTransactions_1,fsp-165587,dbo,tblInvoicingTransactions,RowId,1
fsp-165587,dbo,PK_tblLocations,fsp-165587,dbo,tblLocations,Id,1
fsp-165587,dbo,PK_tblLocationToCompanyJoiner,fsp-165587,dbo,tblLocationToCompanyJoiner,CompanyId,1
fsp-165587,dbo,PK_tblLocationToCompanyJoiner,fsp-165587,dbo,tblLocationToCompanyJoiner,LocationId,2
fsp-165587,dbo,PK_tblLocationToPersonJoiner,fsp-165587,dbo,tblLocationToPersonJoiner,LocationId,1
fsp-165587,dbo,PK_tblLocationToPersonJoiner,fsp-165587,dbo,tblLocationToPersonJoiner,PersonId,2
fsp-165587,dbo,PK_tblFlightRecords,fsp-165587,dbo,tblLogBookEntries,LogbookEntryId,1
fsp-165587,dbo,PK_tblMaintenanceReminders,fsp-165587,dbo,tblMaintenanceReminders,ReminderId,1
fsp-165587,dbo,PK_tblMeterRecords,fsp-165587,dbo,tblMeterRecords,MeterRecordId,1
fsp-165587,dbo,PK_tblPermission,fsp-165587,dbo,tblPermission,PermissionTypeId,1
fsp-165587,dbo,PK_tblPermission,fsp-165587,dbo,tblPermission,PermissionValue,2
fsp-165587,dbo,PK_tblPerson,fsp-165587,dbo,tblPerson,PersonId,1
fsp-165587,dbo,PK_tblPersonAddressJoiner,fsp-165587,dbo,tblPersonAddressJoiner,PersonId,1
fsp-165587,dbo,PK_tblPersonAddressJoiner,fsp-165587,dbo,tblPersonAddressJoiner,AddressTypeId,2
fsp-165587,dbo,PK_tblPersonAddressJoiner,fsp-165587,dbo,tblPersonAddressJoiner,AddressId,3
fsp-165587,dbo,PK_tblPersonEmailJoiner,fsp-165587,dbo,tblPersonEmailJoiner,PersonId,1
fsp-165587,dbo,PK_tblPersonEmailJoiner,fsp-165587,dbo,tblPersonEmailJoiner,EmailId,2
fsp-165587,dbo,PK_tblPersonEmailJoiner,fsp-165587,dbo,tblPersonEmailJoiner,EmailTypeId,3
fsp-165587,dbo,PK_tblPersonToContactNumberJoiner,fsp-165587,dbo,tblPersonToContactNumberJoiner,PersonId,1
fsp-165587,dbo,PK_tblPersonToContactNumberJoiner,fsp-165587,dbo,tblPersonToContactNumberJoiner,ContactNumberId,2
fsp-165587,dbo,PK_tblPersonToContactNumberJoiner,fsp-165587,dbo,tblPersonToContactNumberJoiner,ContactNumberType,3
fsp-165587,dbo,PK_tblPilot,fsp-165587,dbo,tblPilot,PilotId,1
fsp-165587,dbo,PK_tblPilot_PilotCurrencyRemindersJoiner,fsp-165587,dbo,tblPilot_PilotCurrencyRemindersJoiner,CompanyId,1
fsp-165587,dbo,PK_tblPilot_PilotCurrencyRemindersJoiner,fsp-165587,dbo,tblPilot_PilotCurrencyRemindersJoiner,ReminderId,2
fsp-165587,dbo,PK_tblPilot_PilotCurrencyRemindersJoiner,fsp-165587,dbo,tblPilot_PilotCurrencyRemindersJoiner,PilotId,3
fsp-165587,dbo,PK_tblPilotCertificate,fsp-165587,dbo,tblPilotCertificate,PilotId,1
fsp-165587,dbo,PK_tblPilotCurrencyItems,fsp-165587,dbo,tblPilotCurrencyItems,Id,1
fsp-165587,dbo,PK_tblPilotCurrencyReminders,fsp-165587,dbo,tblPilotCurrencyReminders,Id,1
fsp-165587,dbo,PK_tblPilotCurrencyTypes,fsp-165587,dbo,tblPilotCurrencyTypes,Id,1
fsp-165587,dbo,PK_tblPilotEndorsements,fsp-165587,dbo,tblPilotEndorsements,EndorsementId,1
fsp-165587,dbo,PK_tblPilotInsuranceInfo,fsp-165587,dbo,tblPilotInsuranceInfo,PilotId,1
fsp-165587,dbo,PK_tblPilotPilotEndorsementsJoiner,fsp-165587,dbo,tblPilotPilotEndorsementsJoiner,PilotId,1
fsp-165587,dbo,PK_tblPilotPilotEndorsementsJoiner,fsp-165587,dbo,tblPilotPilotEndorsementsJoiner,EndorsementId,2
fsp-165587,dbo,PK_tblPilotPilotRatingsJoiner,fsp-165587,dbo,tblPilotPilotRatingsJoiner,PilotId,1
fsp-165587,dbo,PK_tblPilotPilotRatingsJoiner,fsp-165587,dbo,tblPilotPilotRatingsJoiner,RatingId,2
fsp-165587,dbo,PK_tblPilotPilotTypesJoiner,fsp-165587,dbo,tblPilotPilotTypesJoiner,PilotId,1
fsp-165587,dbo,PK_tblPilotPilotTypesJoiner,fsp-165587,dbo,tblPilotPilotTypesJoiner,PilotTypeId,2
fsp-165587,dbo,PK_tblPilotRatings,fsp-165587,dbo,tblPilotRatings,RatingId,1
fsp-165587,dbo,PK_tblPilotTSADocuments,fsp-165587,dbo,tblPilotTSADocuments,TSADocumentId,1
fsp-165587,dbo,PK_tblPilotTSAVerification,fsp-165587,dbo,tblPilotTSAVerification,PilotId,1
fsp-165587,dbo,PK_tblPilotTypes,fsp-165587,dbo,tblPilotTypes,PilotTypeId,1
fsp-165587,dbo,PK_tblPostItemRoleIds,fsp-165587,dbo,tblPostItemRoleIds,Id,1
fsp-165587,dbo,PK_tblPostItems,fsp-165587,dbo,tblPostItems,ID,1
fsp-165587,dbo,PK_tblPropeller,fsp-165587,dbo,tblPropeller,PropellerId,1
fsp-165587,dbo,PK_tblProvinces,fsp-165587,dbo,tblProvinces,Abbreviation,1
fsp-165587,dbo,PK_tblRemovedReservation,fsp-165587,dbo,tblRemovedReservation,ReservationId,1
fsp-165587,dbo,PK_tblRemovedReservationFlightDetails,fsp-165587,dbo,tblRemovedReservationFlightDetails,ReservationId,1
fsp-165587,dbo,PK_tblRemovedReservationFlightLegs,fsp-165587,dbo,tblRemovedReservationFlightLegs,Counter,1
fsp-165587,dbo,PK_tblRemovedReservationPilots,fsp-165587,dbo,tblRemovedReservationPilots,ReservationId,1
fsp-165587,dbo,PK_tblRemovedReservationPilots,fsp-165587,dbo,tblRemovedReservationPilots,PilotId,2
fsp-165587,dbo,PK_tblRemovedReservationResources,fsp-165587,dbo,tblRemovedReservationResources,ReservationId,1
fsp-165587,dbo,PK_tblRemovedReservationResources,fsp-165587,dbo,tblRemovedReservationResources,ItemId,2
fsp-165587,dbo,PK_tblReservation,fsp-165587,dbo,tblReservation,ReservationId,1
fsp-165587,dbo,PK_tblReservationFlightDetails,fsp-165587,dbo,tblReservationFlightDetails,ReservationId,1
fsp-165587,dbo,PK_tblReservationFlightLegs,fsp-165587,dbo,tblReservationFlightLegs,Counter,1
fsp-165587,dbo,PK_tblReservationNotifications,fsp-165587,dbo,tblReservationNotifications,ReservationId,1
fsp-165587,dbo,PK_tblReservationPilots,fsp-165587,dbo,tblReservationPilots,ReservationId,1
fsp-165587,dbo,PK_tblReservationPilots,fsp-165587,dbo,tblReservationPilots,PilotId,2
fsp-165587,dbo,PK_tblReservationRecurringInfo,fsp-165587,dbo,tblReservationRecurringInfo,RecurringId,1
fsp-165587,dbo,PK_tblReservationResources,fsp-165587,dbo,tblReservationResources,ReservationId,1
fsp-165587,dbo,PK_tblReservationResources,fsp-165587,dbo,tblReservationResources,ItemId,2
fsp-165587,dbo,PK_tblReservationTypes,fsp-165587,dbo,tblReservationTypes,ReservationTypeId,1
fsp-165587,dbo,PK_tblResourceLineItemJoiner,fsp-165587,dbo,tblResourceLineItemJoiner,ResourceId,1
fsp-165587,dbo,IX_tblRole,fsp-165587,dbo,tblRole,CompanyId,1
fsp-165587,dbo,PK_tblRole,fsp-165587,dbo,tblRole,RoleId,1
fsp-165587,dbo,IX_tblRole,fsp-165587,dbo,tblRole,RoleName,2
fsp-165587,dbo,PK_tblRolePermissionJoiner,fsp-165587,dbo,tblRolePermissionJoiner,RoleId,1
fsp-165587,dbo,PK_tblRolePermissionJoiner,fsp-165587,dbo,tblRolePermissionJoiner,PermissionId,2
fsp-165587,dbo,PK_tblRolePermissionJoiner,fsp-165587,dbo,tblRolePermissionJoiner,PermissionTypeId,3
fsp-165587,dbo,PK_tblSquawk,fsp-165587,dbo,tblSquawk,Id,1
fsp-165587,dbo,IX_tblStaffPilotLocationJoiner,fsp-165587,dbo,tblStaffPilotLocationJoiner,UserGUIDid,1
fsp-165587,dbo,PK_tblStaffPilotLocationJoiner,fsp-165587,dbo,tblStaffPilotLocationJoiner,Counter,1
fsp-165587,dbo,IX_tblStaffPilotLocationJoiner,fsp-165587,dbo,tblStaffPilotLocationJoiner,CompanyId,2
fsp-165587,dbo,IX_tblStaffPilotLocationJoiner,fsp-165587,dbo,tblStaffPilotLocationJoiner,LocationId,3
fsp-165587,dbo,PK_tblStaffPilots,fsp-165587,dbo,tblStaffPilots,Counter,1
fsp-165587,dbo,PK_tblStandardFlightRecord,fsp-165587,dbo,tblStandardFlightRecord,FlightRecordId,1
fsp-165587,dbo,PK_tblStates,fsp-165587,dbo,tblStates,Abbreviation,1
fsp-165587,dbo,PK_tblTimeZones,fsp-165587,dbo,tblTimeZones,Id,1
fsp-165587,dbo,PK_tblUKCounties,fsp-165587,dbo,tblUKCounties,Abbreviation,1
fsp-165587,dbo,PK_tblUserPermissionJoiner,fsp-165587,dbo,tblUserPermissionJoiner,UserId,1
fsp-165587,dbo,PK_tblUserPermissionJoiner,fsp-165587,dbo,tblUserPermissionJoiner,PermissionId,2
fsp-165587,dbo,PK_tblUserPermissionJoiner,fsp-165587,dbo,tblUserPermissionJoiner,PermissionTypeId,3
fsp-165587,dbo,PK_tblUserPermissionJoiner,fsp-165587,dbo,tblUserPermissionJoiner,CompanyId,4
fsp-165587,dbo,PK_tblUserRoleJoiner,fsp-165587,dbo,tblUserRoleJoiner,UserId,1
fsp-165587,dbo,PK_tblUserRoleJoiner,fsp-165587,dbo,tblUserRoleJoiner,RoleId,2
fsp-165587,dbo,PK_tblUsers,fsp-165587,dbo,tblUsers,UserName,1
fsp-165587,dbo,IX_tblUserSchedule,fsp-165587,dbo,tblUserSchedule,UserGuidId,1
fsp-165587,dbo,PK_tblUserSchedule,fsp-165587,dbo,tblUserSchedule,Counter,1
fsp-165587,dbo,IX_tblUserSchedule,fsp-165587,dbo,tblUserSchedule,CompanyId,2
fsp-165587,dbo,IX_tblUserSchedule,fsp-165587,dbo,tblUserSchedule,DayOfWeek,3
fsp-165587,dbo,IX_tblUserSchedule,fsp-165587,dbo,tblUserSchedule,ShiftStart,4
fsp-165587,dbo,PK_tblUserScheduleAdjustments,fsp-165587,dbo,tblUserScheduleAdjustments,Counter,1
fsp-165587,dbo,PK_tblUserToCompanyJoiner,fsp-165587,dbo,tblUserToCompanyJoiner,CompanyId,1
fsp-165587,dbo,PK_tblUserToCompanyJoiner,fsp-165587,dbo,tblUserToCompanyJoiner,UserId,2
fsp-165587,dbo,PK_TimeFields,fsp-165587,dbo,TimeFields,Id,1
fsp-165587,dbo,PK_TrainingSessionAirports,fsp-165587,dbo,TrainingSessionAirports,_RowId,1
fsp-165587,dbo,UK_TrainingSessionAirports_TrainingSessionIdAirportIdOrder,fsp-165587,dbo,TrainingSessionAirports,TrainingSessionId,1
fsp-165587,dbo,UK_TrainingSessionAirports_TrainingSessionIdAirportIdOrder,fsp-165587,dbo,TrainingSessionAirports,AirportId,2
fsp-165587,dbo,UK_TrainingSessionAirports_TrainingSessionIdAirportIdOrder,fsp-165587,dbo,TrainingSessionAirports,Order,3
fsp-165587,dbo,PK_TrainingSessionCustomTaskGrades,fsp-165587,dbo,TrainingSessionCustomTaskGrades,_RowId,1
fsp-165587,dbo,UK_TrainingSessionCustomTaskGrades_TrainingSessionIdTaskId,fsp-165587,dbo,TrainingSessionCustomTaskGrades,TrainingSessionId,1
fsp-165587,dbo,UK_TrainingSessionCustomTaskGrades_TrainingSessionIdTaskId,fsp-165587,dbo,TrainingSessionCustomTaskGrades,TaskId,2
fsp-165587,dbo,PK_TrainingSessions,fsp-165587,dbo,TrainingSessions,_RowId,1
fsp-165587,dbo,UK_TrainingSessions_TrainingSessionId,fsp-165587,dbo,TrainingSessions,TrainingSessionId,1
fsp-165587,dbo,PK_TrainingSessionStudents,fsp-165587,dbo,TrainingSessionStudents,_RowId,1
fsp-165587,dbo,PK_TrainingSessionTaskGrades,fsp-165587,dbo,TrainingSessionTaskGrades,_RowId,1
fsp-165587,dbo,UK_TrainingSessionTaskGrades_TrainingSessionIdTaskId,fsp-165587,dbo,TrainingSessionTaskGrades,TrainingSessionId,1
fsp-165587,dbo,UK_TrainingSessionTaskGrades_TrainingSessionIdTaskId,fsp-165587,dbo,TrainingSessionTaskGrades,TaskId,2
fsp-165587,dbo,PK_TrainingSessionTimes,fsp-165587,dbo,TrainingSessionTimes,_RowId,1
fsp-165587,dbo,UK_TrainingSessionTimes_TrainingSessionIdFieldId,fsp-165587,dbo,TrainingSessionTimes,TrainingSessionId,1
fsp-165587,dbo,UK_TrainingSessionTimes_TrainingSessionIdFieldId,fsp-165587,dbo,TrainingSessionTimes,FieldId,2
