TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_NAME,COLLATION_NAME
fsp-165587,dbo,CustomCancellationReasons,id,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,CustomCancellationReasons,CancellationReasonId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomCancellationReasons,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomCancellationReasons,Reason,4,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,CustomCancellationReasons,IsDeleted,5,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomCancellationReasons,LastModifiedTime,6,,NO,datetime,,,,,,3,,
fsp-165587,dbo,CustomCancellationReasons,OperatorId,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomCancellationReasons,CancellationCause,8,,YES,int,,,10,10,0,,,
fsp-165587,dbo,CustomCancellationReasons,RequireExplanation,9,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomerAccounts,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,CustomerAccounts,AccountTransactionId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomerAccounts,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomerAccounts,UserId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomerAccounts,AccountTransactionType,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomerAccounts,TransactionDateUTC,6,,NO,datetime,,,,,,3,,
fsp-165587,dbo,CustomerAccounts,TransactionAmount,7,,NO,decimal,,,11,10,2,,,
fsp-165587,dbo,CustomerAccounts,ResultingBalance,8,,NO,decimal,,,11,10,2,,,
fsp-165587,dbo,CustomerAccounts,InvoiceNumber,9,,YES,int,,,10,10,0,,,
fsp-165587,dbo,CustomerAccounts,InvoiceId,10,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomerAccounts,Notes,11,,YES,nvarchar,500,1000,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,CustomerAccounts,CreatedBy,12,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomerAccounts,LastModifiedTime,13,,NO,datetime,,,,,,3,,
fsp-165587,dbo,CustomerAccounts,InvoiceDate,14,,YES,datetime,,,,,,3,,
fsp-165587,dbo,CustomerAccounts,InvoiceDeleted,15,,YES,bit,,,,,,,,
fsp-165587,dbo,CustomerAccounts,InvoiceOrderedResultingBalance,16,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,CustomLessonTasks,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,CustomLessonTasks,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomLessonTasks,CourseId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomLessonTasks,LessonId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomLessonTasks,StudentId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomLessonTasks,EnrollmentId,6,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomLessonTasks,CourseTaskId,7,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomLessonTasks,CustomLessonTaskId,8,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomLessonTasks,Importance,9,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomLessonTasks,TaskGradeScaleId,10,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomLessonTasks,LowestPassingGradeId,11,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomLessonTasks,DisplayLowestPassingGrade,12,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomLessonTasks,CompletionStandard,13,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,CustomLessonTasks,AddedAt,14,,NO,datetime,,,,,,3,,
fsp-165587,dbo,CustomLessonTasks,AddedBy,15,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomProfileDocumentation,CustomProfileDocumentationId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomProfileDocumentation,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomProfileDocumentation,Name,3,,NO,nvarchar,150,300,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,CustomProfileDocumentation,CompletionStandard,4,,NO,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,CustomProfileDocumentation,CheckingType,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomProfileDocumentation,ExpirationInterval,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomProfileDocumentation,ExpirationPeriod,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomProfileDocumentation,ExpiresOnLastDayOfMonth,8,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomProfileDocumentation,UserAccessLevel,9,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomProfileDocumentation,CanOverride,10,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomProfileDocumentation,_RowId,11,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,CustomProfileDocumentation,FileUploadEnabled,12,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomProfileDocumentation,FileUploadRequirement,13,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomProfileDocumentation,LastModifiedTime,14,,NO,datetime,,,,,,3,,
fsp-165587,dbo,CustomProfileDocumentation,OperatorId,15,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomProfileDocumentation,IdEnabled,16,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomProfileDocumentation,IdRequirement,17,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomSquawkResolutions,id,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,CustomSquawkResolutions,CustomSquawkResolutionId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,CustomSquawkResolutions,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomSquawkResolutions,Resolution,4,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,CustomSquawkResolutions,IsDeleted,5,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomSquawkResolutions,ResolvesGroundableSquawk,6,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomSquawkResolutions,LastModifiedTime,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,CustomSquawkResolutions,OperatorId,8,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomTimeFields,CustomTimeFieldId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,CustomTimeFields,FieldId,2,,NO,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,CustomTimeFields,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,CustomTimeFields,Name,4,,NO,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,CustomTimeFields,AircraftField,5,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomTimeFields,SimulatorField,6,,NO,bit,,,,,,,,
fsp-165587,dbo,CustomTimeFields,IncludeInStandardTotal,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroup,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,DiscountGroup,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroup,DiscountGroupId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DiscountGroup,Type,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroup,Order,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroup,Name,6,,NO,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,DiscountGroup,Active,7,,NO,bit,,,,,,,,
fsp-165587,dbo,DiscountGroup,AircraftRentalDiscount,8,,YES,decimal,,,5,10,2,,,
fsp-165587,dbo,DiscountGroup,InstructionDiscount,9,,YES,decimal,,,5,10,2,,,
fsp-165587,dbo,DiscountGroup,ProductsDiscount,10,,YES,decimal,,,5,10,2,,,
fsp-165587,dbo,DiscountGroup,AircraftRentalRateTypeId,11,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DiscountGroup,MinimumBalanceRequired,12,,YES,bit,,,,,,,,
fsp-165587,dbo,DiscountGroup,MinimumBalance,13,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,DiscountGroup,RenewalSpan,14,,YES,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroup,RenewalPeriod,15,,YES,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroup,ActivateUserOnActivate,16,,YES,bit,,,,,,,,
fsp-165587,dbo,DiscountGroup,AssignToRoleOnActivate,17,,YES,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroup,SendNotificationOnActivate,18,,YES,bit,,,,,,,,
fsp-165587,dbo,DiscountGroup,LastModifiedTime,19,,NO,datetime,,,,,,3,,
fsp-165587,dbo,DiscountGroupPeopleGroupJoiner,DiscountGroupId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DiscountGroupPeopleGroupJoiner,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroupPeopleGroupJoiner,PeopleGroupId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DiscountGroupPeopleGroupJoiner,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,DiscountGroupRoleJoiner,DiscountGroupId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DiscountGroupRoleJoiner,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroupRoleJoiner,RoleId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroupRoleJoiner,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,DiscountGroupUserJoiner,DiscountGroupId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DiscountGroupUserJoiner,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DiscountGroupUserJoiner,UserId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DiscountGroupUserJoiner,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,DocumentUploadBackups,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,DocumentUploadBackups,DocumentUploadBackupId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DocumentUploadBackups,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DocumentUploadBackups,InitiatedAt,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,DocumentUploadBackups,InitiatedBy,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DocumentUploadBackups,Status,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DocumentUploadBackups,CompletedAt,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,DocumentUploadBackups,ExpiresAt,8,,YES,datetime,,,,,,3,,
fsp-165587,dbo,DocumentUploadBackups,ContentType,9,,YES,nvarchar,255,510,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,DocumentUploadBackups,FilePath,10,,YES,nvarchar,2048,4096,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,DocumentUploadBackups,FileName,11,,YES,nvarchar,285,570,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,DocumentUploadBackups,DocumentUploadProviderId,12,,YES,int,,,10,10,0,,,
fsp-165587,dbo,DocumentUploadBackups,LastModifiedTime,13,,NO,datetime,,,,,,3,,
fsp-165587,dbo,DocumentUploads,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,DocumentUploads,DocumentUploadId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DocumentUploads,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DocumentUploads,FriendlyName,4,,NO,nvarchar,255,510,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,DocumentUploads,Extension,5,,NO,nvarchar,10,20,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,DocumentUploads,SizeInBytes,6,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,DocumentUploads,DocumentTypeId,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DocumentUploads,DocumentUploadProviderId,8,,NO,int,,,10,10,0,,,
fsp-165587,dbo,DocumentUploads,DocumentUploadFilePath,9,,NO,nvarchar,2048,4096,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,DocumentUploads,DocumentUploadFileName,10,,NO,nvarchar,285,570,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,DocumentUploads,ContentType,11,,NO,nvarchar,255,510,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,DocumentUploads,StoredAt,12,,NO,datetime,,,,,,3,,
fsp-165587,dbo,DocumentUploads,UserId,13,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DocumentUploads,NoteId,14,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DocumentUploads,UserDocumentationTypeId,15,,YES,int,,,10,10,0,,,
fsp-165587,dbo,DocumentUploads,CustomUserDocumentId,16,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,DocumentUploads,AddedToTrashCanAt,17,,YES,datetime,,,,,,3,,
fsp-165587,dbo,DocumentUploads,LastModifiedTime,18,,NO,datetime,,,,,,3,,
fsp-165587,dbo,Endorsements,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,Endorsements,EndorsementId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Endorsements,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Endorsements,UserId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Endorsements,EndorsementTypeId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Endorsements,MakeId,6,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Endorsements,ModelId,7,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Endorsements,DateGiven,8,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Endorsements,Expiration,9,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Endorsements,Restrictions,10,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,Endorsements,Certified,11,,NO,bit,,,,,,,,
fsp-165587,dbo,Endorsements,EndorsedByUserId,12,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Endorsements,LastModifiedTime,13,,NO,datetime,,,,,,3,,
fsp-165587,dbo,EndorsementsHistory,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,EndorsementsHistory,PerformedBy,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EndorsementsHistory,PerformedAt,3,,NO,datetime,,,,,,3,,
fsp-165587,dbo,EndorsementsHistory,Mode,4,,NO,char,6,6,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EndorsementsHistory,CompanyId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EndorsementsHistory,EndorsementId,6,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EndorsementsHistory,UserId,7,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EndorsementsHistory,EndorsementTypeId,8,,YES,int,,,10,10,0,,,
fsp-165587,dbo,EndorsementsHistory,MakeId,9,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EndorsementsHistory,ModelId,10,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EndorsementsHistory,DateGiven,11,,YES,datetime,,,,,,3,,
fsp-165587,dbo,EndorsementsHistory,Expiration,12,,YES,datetime,,,,,,3,,
fsp-165587,dbo,EndorsementsHistory,Restrictions,13,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EndorsementsHistory,Certified,14,,YES,bit,,,,,,,,
fsp-165587,dbo,EndorsementsHistory,EndorsedByUserId,15,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EndorsementsHistory,LastModifiedTime,16,,NO,datetime,,,,,,3,,
fsp-165587,dbo,EndorsementsHistory,OperatorId,17,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentCreditPreviousTotals,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,EnrollmentCreditPreviousTotals,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentCreditPreviousTotals,EnrollmentId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentCreditPreviousTotals,FieldId,4,,NO,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentCreditPreviousTotals,Value,5,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,EnrollmentCredits,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,EnrollmentCredits,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentCredits,CourseId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentCredits,StudentId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentCredits,EnrollmentId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentCredits,AppliesToCourseMinimums,6,,NO,bit,,,,,,,,
fsp-165587,dbo,EnrollmentCredits,PreviousSchool,7,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentCredits,PreviousSchoolNumber,8,,YES,nvarchar,25,50,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentDocuments,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,EnrollmentDocuments,EnrollmentDocumentId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentDocuments,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentDocuments,CourseId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentDocuments,EnrollmentId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentDocuments,StudentId,6,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentDocuments,DocumentTypeId,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentDocuments,Hash,8,,NO,nvarchar,2048,4096,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentDocuments,OriginalFileName,9,,NO,nvarchar,2048,4096,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentDocuments,Extension,10,,NO,nvarchar,10,20,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentDocuments,ContentType,11,,NO,nvarchar,255,510,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentDocuments,CreatedAtUtc,12,,NO,datetime,,,,,,3,,
fsp-165587,dbo,EnrollmentDocuments,SignedAtUtc,13,,YES,datetime,,,,,,3,,
fsp-165587,dbo,EnrollmentDocuments,SignedBy,14,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentDocuments,Historical,15,,NO,bit,,,,,,,,
fsp-165587,dbo,EnrollmentInstructors,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,EnrollmentInstructors,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentInstructors,CourseId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentInstructors,EnrollmentId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentInstructors,InstructorId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentInstructors,PrimaryInstructor,6,,NO,bit,,,,,,,,
fsp-165587,dbo,Enrollments,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,Enrollments,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Enrollments,CourseId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,EnrollmentId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,StudentId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,CreatedBy,6,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,CreatedAt,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,Enrollments,EnrollmentStatus,8,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Enrollments,EnrollmentDate,9,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Enrollments,GraduationDate,10,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Enrollments,TransferredDate,11,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Enrollments,TerminatedDate,12,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Enrollments,ExpectedGraduationDate,13,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Enrollments,LessonCompletionPercentage,14,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,Enrollments,CourseMinimumCompletionPercentage,15,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,Enrollments,NextLessonId,16,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,EnrollmentJobId,17,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,AcceptedAtUtc,18,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Enrollments,AcceptedBy,19,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,GraduatedBy,20,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,GraduationSigned,21,,YES,bit,,,,,,,,
fsp-165587,dbo,Enrollments,TerminatedBy,22,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,TransferredBy,23,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,TransferSigned,24,,YES,bit,,,,,,,,
fsp-165587,dbo,Enrollments,TerminationSigned,25,,YES,bit,,,,,,,,
fsp-165587,dbo,Enrollments,RecommendedAtUtc,26,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Enrollments,ExternalId,27,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,Enrollments,CourseProfileId,28,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Enrollments,CourseProfileOverallProgressStatus,29,,YES,int,,,10,10,0,,,
fsp-165587,dbo,Enrollments,CourseProfileTimeField1Id,30,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,Enrollments,CourseProfileTimeField1CompletionVariance,31,,YES,decimal,,,7,10,2,,,
fsp-165587,dbo,Enrollments,CourseProfileTimeField2Id,32,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,Enrollments,CourseProfileTimeField2CompletionVariance,33,,YES,decimal,,,7,10,2,,,
fsp-165587,dbo,Enrollments,CourseProfileTimeField3Id,34,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,Enrollments,CourseProfileTimeField3CompletionVariance,35,,YES,decimal,,,7,10,2,,,
fsp-165587,dbo,Enrollments,CourseProfileLessonCompletionVariance,36,,YES,decimal,,,7,10,2,,,
fsp-165587,dbo,Enrollments,UpdatedAt,37,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Enrollments,ProjectedGraduationDate,38,,YES,datetime2,,,,,,0,,
fsp-165587,dbo,Enrollments,ExpectedLessonsPerWeek,39,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,Enrollments,ActualLessonsPerWeek,40,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,Enrollments,RequiredLessonsPerWeek,41,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,EnrollmentsLog,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,EnrollmentsLog,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentsLog,EnrollmentId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentsLog,ProductType,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentsLog,CurrentTime,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,EnrollmentsLog,Memo,6,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentsLog,Data,7,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentsLog,Completed,8,,NO,bit,,,,,,,,
fsp-165587,dbo,EnrollmentsLog,Quantity,9,,YES,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentsLog,LastModifiedTime,10,,NO,datetime,,,,,,3,,
fsp-165587,dbo,EnrollmentTimes,EnrollmentTimeId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentTimes,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,EnrollmentTimes,EnrollmentId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,EnrollmentTimes,TimeFieldId,4,,NO,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,EnrollmentTimes,LoggedTime,5,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,EnrollmentTimes,PreviousCredit,6,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,EnrollmentTimes,TotalTime,7,,YES,decimal,,,10,10,2,,,
fsp-165587,dbo,EnrollmentTimes,CreatedAt,8,,YES,datetime,,,,,,3,,
fsp-165587,dbo,EnrollmentTimes,UpdatedAt,9,,YES,datetime,,,,,,3,,
fsp-165587,dbo,Exams,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,Exams,ExamId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Exams,CourseId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,Exams,OperatorId,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Exams,Name,5,,NO,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,Exams,Description,6,,YES,nvarchar,250,500,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
